department_no,department,head,head_no,name,party,state,president,start_date,end_date,birth_country
12,Department of Energy,Secretary of Energy,3,James Edwards,Republican,,Ronald Reagan,,,United States
12,Department of Energy,Secretary of Energy,4,Donald Hodel,Republican,,Ronald Reagan,,,United States
12,Department of Energy,Secretary of Energy,5,John Herrington,Republican,,Ronald Reagan,,,United States
12,Department of Energy,Secretary of Energy,6,James Watkins,Republican,,George H. W. Bush,,,United States
12,Department of Energy,Secretary of Energy,7,Hazel O'Leary,Democratic,,Bill Clinton,,,United States
12,Department of Energy,Secretary of Energy,8,Federico Peña,Democratic,,Bill Clinton,,,United States
12,Department of Energy,Secretary of Energy,9,Bill Richardson,Democratic,,Bill Clinton,,,United States
12,Department of Energy,Secretary of Energy,10,Spencer Abraham,Republican,,George W. Bush,,,United States
12,Department of Energy,Secretary of Energy,11,Samuel Bodman,Republican,,George W. Bush,,,United States
12,Department of Energy,Secretary of Energy,12,Steven Chu,Democratic,,Barack Obama,,,United States
12,Department of Energy,Secretary of Energy,13,Ernest Moniz,Democratic,,Barack Obama,,,United States
12,Department of Energy,Secretary of Energy,14,Rick Perry,Republican,,Donald Trump,,,United States
12,Department of Energy,Secretary of Energy,15,Dan Brouillette,Republican,,Donald Trump,,,United States
12,Department of Energy,Secretary of Energy,16,Jennifer Granholm,Democratic,,Joe Biden,,,Canada
13,Department of Education,Secretary of Education,1,Shirley Hufstedler,Democratic,,Jimmy Carter,,,United States
13,Department of Education,Secretary of Education,2,Terrel Bell,Republican,,Ronald Reagan,,,United States
13,Department of Education,Secretary of Education,3,William Bennett,Democratic,,Ronald Reagan,,,United States
13,Department of Education,Secretary of Education,4,Lauro Cavazos,Democratic,,George H. W. Bush,,,United States
13,Department of Education,Secretary of Education,5,Lamar Alexander,Republican,,George H. W. Bush,,,United States
13,Department of Education,Secretary of Education,6,Richard Riley,Democratic,,Bill Clinton,,,United States
13,Department of Education,Secretary of Education,7,Rod Paige,Republican,,George W. Bush,,,United States
13,Department of Education,Secretary of Education,8,Margaret Spellings,Republican,,George W. Bush,,,United States
13,Department of Education,Secretary of Education,9,Arne Duncan,Democratic,,Barack Obama,,,United States
13,Department of Education,Secretary of Education,10,John King Jr.,Democratic,,Barack Obama,,,United States
13,Department of Education,Secretary of Education,11,Betsy DeVos,Republican,,Donald Trump,,,United States
13,Department of Education,Secretary of Education,12,Miguel Cardona,Democratic,,Joe Biden,,,United States
14,Department of Veterans Affairs,Secretary of Veterans Affairs,1,Ed Derwinski,Republican,,George H. W. Bush,,,United States
14,Department of Veterans Affairs,Secretary of Veterans Affairs,2,Jesse Brown,Democratic,,Bill Clinton,,,United States
14,Department of Veterans Affairs,Secretary of Veterans Affairs,3,Togo D. West Jr.,Democratic,,Bill Clinton,,,United States
14,Department of Veterans Affairs,Secretary of Veterans Affairs,4,Anthony Principi,Republican,,George W. Bush,,,United States
14,Department of Veterans Affairs,Secretary of Veterans Affairs,5,Jim Nicholson,Republican,,George W. Bush,,,United States
14,Department of Veterans Affairs,Secretary of Veterans Affairs,6,James Peake,Republican,,George W. Bush,,,United States
14,Department of Veterans Affairs,Secretary of Veterans Affairs,7,Eric Shinseki,Democratic,,Barack Obama,,,United States
14,Department of Veterans Affairs,Secretary of Veterans Affairs,8,Bob McDonald,Republican,,Barack Obama,,,United States
14,Department of Veterans Affairs,Secretary of Veterans Affairs,9,David Shulkin,Republican,,Donald Trump,,,United States
14,Department of Veterans Affairs,Secretary of Veterans Affairs,10,Robert Wilkie,Republican,,Donald Trump,,,Germany
14,Department of Veterans Affairs,Secretary of Veterans Affairs,11,Denis McDonough,Democratic,,Joe Biden,,,United States
15,Department of Homeland Security,Secretary of Homeland Security,1,Tom Ridge,Republican,,George W. Bush,,,United States
15,Department of Homeland Security,Secretary of Homeland Security,2,Michael Chertoff,Republican,,George W. Bush,,,United States
15,Department of Homeland Security,Secretary of Homeland Security,3,Janet Napolitano,Democratic,,Barack Obama,,,United States
15,Department of Homeland Security,Secretary of Homeland Security,4,Jeh Johnson,Democratic,,Barack Obama,,,United States
15,Department of Homeland Security,Secretary of Homeland Security,5,John F. Kelly,Independent,,Donald Trump,,,United States
15,Department of Homeland Security,Secretary of Homeland Security,6,Kirstjen Nielsen,Republican,,Donald Trump,,,United States
15,Department of Homeland Security,Secretary of Homeland Security,7,Alejandro Mayorkas,Democratic,,Joe Biden,,,Cuba
