stock_code,name_vn,name_en,name_short,post_to,C
KSB,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Binh Duong Mineral and Construction Joint Stock Company.,KSB Joint Stock Company,HOSE,1
KSD,CTCP Đầu tư DNA,DNA Investment Joint Stock Company,KSD Joint Stock Company,HNX,2
KSF,Công ty cổ phần Tập đoàn Real Tech,Real Tech Group Joint Stock Company,KSF Joint Stock Company,HNX,2
KSH,Công ty cổ phần DAMAC GLS,DAMAC GLS Joint Stock Company,KSH Joint Stock Company,UPCOM,3
KSQ,Công ty cổ phần CNC Capital Việt Nam,Cong ty co phan CNC Capital Viet Nam,KSQ Joint Stock Company,HNX,2
KST,Công ty Cổ phần KASATI,KASATI JSC,KST Joint Stock Company,HNX,2
KSV,Tổng Công ty Khoáng Sản TKV - CTCP,Vinacomin – Minerals Holding Corporation,KSV Joint Stock Company,HNX,2
KTC,Công ty cổ phần Thương mại Kiên Giang,Kien Giang Trading Joint Stock Company,KTC Joint Stock Company,UPCOM,3
KTL,CTCP Kim khí Thăng Long,ThangLong Metal Wares Joint Stock Company,KTL Joint Stock Company,UPCOM,3
KTS,CTCP Đường KonTum,Kon Tum Sugar JSC,KTS Joint Stock Company,HNX,2
KTT,Công ty cổ phần Tập đoàn Đầu tư KTT,hien Truong Investment Equipment and Construction Engineering Joint Stock Company,KTT Joint Stock Company,HNX,2
KVC,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Kim Vi Inox Import Export Production Joint Stock Company,KVC Joint Stock Company,UPCOM,3
L10,Công ty Cổ phần Lilama 10,Lilama 10 Joint Stock Company,L10 Joint Stock Company,HOSE,1
L12,CTCP Licogi 12,Licogi 12 Joint Stock Company,L12 Joint Stock Company,UPCOM,3
L14,CTCP Licogi 14,Licogi 14 JSC,L14 Joint Stock Company,HNX,2
L18,CTCP Đầu tư và Xây dựng số 18,Investment and Construction JSC No.18,L18 Joint Stock Company,HNX,2
L35,Công ty Cổ phần Cơ khí lắp máy Lilama,LILAMA Erection Mechanical JSC,L35 Joint Stock Company,UPCOM,3
L40,Công ty cổ phần Đầu tư và Xây dựng 40,40 Investment and Construction Joint Stock Company,L40 Joint Stock Company,HNX,2
L43,Công ty Cổ phần Lilama 45.3,Lilama 45.3 Joint Stock Company,L43 Joint Stock Company,HNX,2
L44,CTCP Lilama 45.4,LILAMA 45.4 JOINT STOCK COMPANY,L44 Joint Stock Company,UPCOM,3
L45,Công ty cổ phần Lilama 45.1,Lilama 45.1 Joint Stock Company,L45 Joint Stock Company,UPCOM,3
L61,CTCP Lilama 69-1,Lilama 69-1 JSC,L61 Joint Stock Company,HNX,2
L62,Công ty cổ phần LILAMA 69-2,CTCP Lilama 69-2,L62 Joint Stock Company,HNX,2
L63,Công ty Cổ phần Lilama 69-3,Lilama 69-3 Joint Stock Company,L63 Joint Stock Company,UPCOM,3
LAF,Công ty Cổ phần Chế biến Hàng xuất khẩu Long An,Long An Food Processing Export Joint Stock Company,LAF Joint Stock Company,HOSE,1
LAI,CTCP Đầu Tư Xây dựng Long An IDICO,IDICO-LongAn Investment Construction Joint Stock Company,LAI Joint Stock Company,UPCOM,3
LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,LAM THAO FERTILIZERS & CHEMICALS JOINT STOCK COMPANY,LAS Joint Stock Company,HNX,2
LAW,CTCP Cấp thoát nước Long An,Long An Water Supply Sewerage Joint Stock Company,LAW Joint Stock Company,UPCOM,3
LBC,CTCP Thương mại - Đầu tư Long Biên,Long Bien Joint Stock Company,LBC Joint Stock Company,UPCOM,3
LBE,CTCP Sách và Thiết bị Trường học Long An,Long An Book and Educational Equipment JSC,LBE Joint Stock Company,HNX,2
LBM,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Lâm Đồng,Lam Dong Mineral and Building Material Joint Stock Company,LBM Joint Stock Company,HOSE,1
LCC,CTCP Xi măng Hồng Phong,Hong Phong Cement JSC,LCC Joint Stock Company,UPCOM,3
LCD,ctcp Lắp máy - Thí nghiệm cơ điện,LILAMA - Electromechanics Testing JSC,LCD Joint Stock Company,HNX,2
LCG,Công ty cổ phần LIZEN,LIZEN Joint Stock Company,LCG Joint Stock Company,HOSE,1
LCM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Lao Cai Mineral Exploitation and Processing Joint Stock Company,LCM Joint Stock Company,UPCOM,3
LCS,CTCP Licogi 166,Licogi 16.6 JSC,LCS Joint Stock Company,UPCOM,3
LCW,CTCP Nước sạch Lai Châu,Lai Chau Clean Water Joint Stock Company,LCW,UPCOM,3
LDG,Công ty Cổ phần Đầu tư LDG,LDG Investment Joint Stock Company,LDG Joint Stock Company,HOSE,1
LDP,CTCP Dược Lâm Đồng - Ladophar,Lam Dong Pharmaceutical JSC,LDP Joint Stock Company,HNX,2
LDW,Công ty cổ phần Cấp thoát nước Lâm Đồng,Lam Dong Water Supply And Sewerage Joint Stock Company,LDW Joint Stock Company,UPCOM,3
LEC,Công ty Cổ phần Bất động sản Điện lực Miền Trung,Central Power Real Estate Joint Stock Company,LEC Joint Stock Company,HOSE,1
LG9,CTCP Cơ giới và Xây lắp số 9,Mechanized Construction And Installation Joint Stock Company,LG9 Joint Stock Company,UPCOM,3
LGC,Công ty Cổ phần Đầu tư Cầu Đường CII,CII Bridges and Roads Investment Joint Stock Company,LGC Joint Stock Company,HOSE,1
LGL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Long Giang Investment and Urban Development Joint Stock Company,LGL Joint Stock Company,HOSE,1
LGM,Công ty cổ phần Giầy da và May mặc Xuất khẩu (LEGAMEX),Leather Footwear and Garment Making Exporting Corporation,LGM Joint Stock Company,UPCOM,3
LHC,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Lam Dong investment hydraulic construction JSC,LHC Joint Stock Company,HNX,2
LHG,Công ty Cổ phần Long Hậu,Long Hau Corporation.,LHG Joint Stock Company,HOSE,1
LIC,Tổng Công ty Licogi - CTCP,Licogi Corporation - JSC,LIC Joint Stock Company,UPCOM,3
LIG,Công ty cổ phần LICOGI 13,Licogi 13 Joint Stock Company,LIG Joint Stock Company,HNX,2
LIX,Công ty Cổ phần Bột giặt LIX,Lix Detergent Joint Stock Company,LIX Joint Stock Company,HOSE,1
LKW,CTCP Cấp nước Long Khánh,Long Khanh Water Supply Joint Stock Company,LKW Joint Stock Company,UPCOM,3
LLM,Tổng Công ty Lắp máy Việt Nam - CTCP,Vietnam Machinery Installation Corporation - JSC,LLM Joint Stock Company,UPCOM,3
LM3,CTCP Lilama 3,LILAMA 3 Joint Stock Company,LM3 Joint Stock Company,UPCOM,3
LM7,CTCP Lilama 7,Lilama 7 JSC,LM7 Joint Stock Company,UPCOM,3
LM8,Công ty Cổ phần Lilama 18,Lilama 18 Joint Stock Company,LM8 Joint Stock Company,HOSE,1
LMC,CTCP Khoáng sản Latca,Latca Mineral Joint Stock Company,LMC Joint Stock Company,UPCOM,3
LMH,Công ty Cổ phần Quốc Tế Holding,Quoc Te Holding Joint Stock Company,LMH Joint Stock Company,UPCOM,3
LMI,CTCP Đầu tư Xây dựng Lắp máy IDICO,IDICO Machinery Erection Construction Investment Joint – Stock Company,LMI Joint Stock Company,UPCOM,3
LNC,Công ty Cổ phần Lệ Ninh,Cong ty co phan Le Ninh,LNC Joint Stock Company,UPCOM,3
LO5,CTCP Lilama 5,Lilama No.5 JSC,LO5 Joint Stock Company,UPCOM,3
LPB,Ngân hàng Thương mại cổ phần Bưu điện Liên Việt,Lien Viet Post Joint Stock Commercial Bank,LPB Joint Stock Company,HOSE,1
LPB121035,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021,LPB121035,LPB121035,HNX,2
LPB121036,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021 LPB121036,LPB121036,LPB121036,HNX,2
LPB122010,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021 LPB122010,LPB122010,LPB122010,HNX,2
LPB122011,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021 LPB122011,LPB122011,LPB122011,HNX,2
LPB122012,Trái phiếu NH Bưu điện Liên Việt phát hành ra công chúng năm 2022 (LPB7Y202201),Bonds of Lien Viet Post Bank to be issued to the public in 2022 (bonds LPB7Y202201),LPB122012,HNX,2
LPB122013,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2022,Bonds issued by Lien Viet Post Bank to the public in 2022 (bonds LPB10Y202202),LPB122013,HNX,2
LPB123015,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2022 (LPB7Y202203),Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2022 (LPB7Y202203),LPB123015,HNX,2
LPB123016,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2022 (LPB10Y202204),Lien Viet Post Bank bonds issued to the public in 2022 (LPB10Y202204),LPB123016,HNX,2
LPT,Công ty cổ phần Thương mại và Sản xuất Lập Phương Thành,Lap Phuong Thanh Production And Trading Joint Stock Company,LPT Joint Stock Company,UPCOM,3
LQN,CTCP Licogi Quảng Ngãi,Licogi Quang Ngai Joint Stock Company,LQN Joint Stock Company,UPCOM,3
LSG,Công ty cổ phần Bất động sản Sài Gòn Vi na,Sai Gon Vina Land Joint Stock Company,LSG Joint Stock Company,UPCOM,3
LSS,Công ty Cổ phần Mía đường Lam Sơn,Lam Son Sugar Joint Stock Corporation,LSS Joint Stock Company,HOSE,1
LTC,CTCP Điện nhẹ viễn thông,Low Current - Telecom JSC,LTC Joint Stock Company,UPCOM,3
LTG,CTCP Tập đoàn Lộc Trời,Loc Troi Group Joint - Stock Company,LTG Joint Stock Company,UPCOM,3
LUT,CTCP Đầu tư Xây dựng Lương Tài,Luong Tai Construction JSC,LUT Joint Stock Company,UPCOM,3
LWS,CTCP Cấp nước tỉnh Lào Cai,Lao Cai Clean Water Supply Joint Stock Company,LWS,UPCOM,3
M10,Tổng Công ty May 10 - Công ty cổ phần,Garment 10 Corporation - Joint Stock Company,M10 Joint Stock Company,UPCOM,3
MA1,Công ty cổ phần Thiết bị,Machinery Joint Stock Company,MA1 Joint Stock Company,UPCOM,3
MAC,CTCP Cung ứng và Dịch vụ Kỹ thuật hàng hải,Marine supply and engineering service JSC,MAC Joint Stock Company,HNX,2
MAS,CTCP Dịch vụ Hàng Không Sân Bay Đà Nẵng,Danang Airport Services Company,MAS Joint Stock Company,HNX,2
MBB,Ngân hàng Thương mại Cổ phần Quân Đội,Military Commercial Joint Stock Bank,MBB Joint Stock Company,HOSE,1
MBG,Công ty cổ phần Tập đoàn MBG,MBG Group Joint Stock Company,MBG Joint Stock Company,HNX,2
MBN,Công ty cổ phần Môi trường và Công trình đô thị Bắc Ninh,Bac Ninh Urban Environment And Public Works Joint Stock Company,MBN Joint Stock Company,UPCOM,3
MBS,Công ty Cổ phần Chứng khoán MB,MB Securities Joint Stock Company,MBS Joint Stock Company,HNX,2
MCC,CTCP Gạch ngói cao cấp,High Grade brick title JSC,MCC Joint Stock Company,HNX,2
MCD,Công ty cổ phần Môi trường và Công trình Đô thị Đông Hà,CTCP MOI TRUONG VA CONG TRINH DO THI DONG HA,MCD Joint Stock Company,UPCOM,3
MCF,Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,Mechanics Construction and Foodstuff JSC,MCF Joint Stock Company,HNX,2
MCG,Công ty cổ phần Năng lượng và Bất động sản MCG,MCG Energy And Real Estate Joint Stock Company,MCG Joint Stock Company,UPCOM,3
MCH,CTCP Hàng tiêu dùng Masan,Masan Consumer Corporation,MCH Joint Stock Company,UPCOM,3
MCI,CTCP Đầu tư Xây dựng và Phát triển Vật liệu IDICO,IDICO Material Development and Construction Investment Joint Stock Company,MCI,UPCOM,3
MCM,Công ty cổ phần Giống bò sữa Mộc Châu,MocChau Dairy Cattle Breeding Joint Stock Company,MCM Joint Stock Company,UPCOM,3
MCO,CTCP Đầu tư & Xây dựng BDC Việt Nam,BDC Vietnam Investment and Construction JSC,MCO Joint Stock Company,HNX,2
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,My Chau Printing & Packaging Holdings Company,MCP Joint Stock Company,HOSE,1
MDA,CTCP Môi trường Đô thị Đông Anh,Dong Anh Urban Environment Joint Stock Company,MDA Joint Stock Company,UPCOM,3
MDC,CTCP Than Mông Dương - Vinacomin,Vinacomin - Mong Duong Coal JSC,MDC Joint Stock Company,HNX,2
MDF,CTCP GỖ MDF VRG QUẢNG TRỊ,Geruco-Quang Tri Wood Joint-Stock Company,MDF Joint Stock Company,UPCOM,3
MDG,Công ty Cổ phần Miền Đông,Mien Dong Joint – Stock Company,MDG Joint Stock Company,HOSE,1
MEC,CTCP Cơ khí - Lắp máy Sông Đà,Song Da Mechanical - Asembling Joint Stock Company,MEC Joint Stock Company,UPCOM,3
MED,Công ty cổ phần Dược Trung ương Mediplantex,Mediplantex National Pharmaceutical Joint Stock Company,MED Joint Stock Company,HNX,2
MEF,Công ty cổ phần MEINFA,Meinfa Joint Stock Company,MEF Joint Stock Company,UPCOM,3
MEL,CTCP Thép Mê Lin,Me Lin Steel Joint Stock Company,MEL Joint Stock Company,HNX,2
MES,CTCP Cơ điện Công trình,"Mechanial, Engineering Service Joint Stock Company",MES Joint Stock Company,UPCOM,3
MFS,Công ty cổ phần Dịch vụ kỹ thuật Mobifone,CTCP Dich vu ky thuat Mobifone,MFS Joint Stock Company,UPCOM,3
MGC,CTCP Địa chất Mỏ - TKV,Vinacomin – Mining Geology Joint Stock Company,MGC Joint Stock Company,UPCOM,3
MGG,Tổng công ty Đức Giang - Công ty cổ phần,Duc Giang Corporation,MGG Joint Stock Company,UPCOM,3
MGR,Công ty cổ phần Tập đoàn MGROUP,MGROUP Group Corporation,MGR Joint Stock Company,UPCOM,3
MH3,CTCP Khu công nghiệp cao su Bình Long,Binh Long Rubber Industrial Park Corporation,MH3 Joint Stock Company,UPCOM,3
MHC,Công ty Cổ phần MHC,MHC Joint Stock Company,MHC Joint Stock Company,HOSE,1
MHL,CTCP Minh Hữu Liên,Minh Huu Lien JSC,MHL Joint Stock Company,HNX,2
MIC,CTCP Kỹ nghệ khoáng sản Quảng Nam,Quang Nam Mineral Industry Corporation,MIC Joint Stock Company,UPCOM,3
MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Machines and Industrial Equipment Corporation,MIE Joint Stock Company,UPCOM,3
MIG,Tổng Công ty cổ phần Bảo Hiểm Quân Đội,Military Insurance Corporation,MIG Joint Stock Company,HOSE,1
MIM,CTCP Khoáng sản và Cơ khí,Mineral an Mechanical JSC,MIM Joint Stock Company,HNX,2
MINMIN248,MINH test,MINH test,MINMIN248,HNX,2
MKP,CTCP Hóa - Dược phẩm Mekophar,Mekophar Chemical Pharmaceutical Joint Stock Company,MKP Joint Stock Company,UPCOM,3
MKV,CTCP Dược Thú Y Cai Lậy,Cai Lay Veterinary Pharmaceutical JSC,MKV Joint Stock Company,HNX,2
MLC,CTCP Môi trường Đô thị tỉnh Lào Cai,Lao Cai Urban Environment Joint Stock Company,MLC Joint Stock Company,UPCOM,3
MLS,CTCP Chăn nuôi - Mitraco,Mitraco Livestock Joint Stock Company,MLS Joint Stock Company,UPCOM,3
MML,Công ty cổ phần Masan MeatLife,Masan MeatLife Corporation,MML Joint Stock Company,UPCOM,3
MML121021,MML121021,MML121021,MML121021,HNX,2
MNB,Tổng Công ty May Nhà Bè - CTCP,Nha Be Garment Corporation – Joint Stock Company,MNB Joint Stock Company,UPCOM,3
MND,CTCP Môi trường Nam Định,Nam Dinh Environment Joint Stock Company,MND Joint Stock Company,UPCOM,3
MPC,Công ty cổ phần Tập đoàn Thủy sản Minh Phú,Minh Phu Seafood Corp.,MPC Joint Stock Company,UPCOM,3
MPT,Công ty cổ phần Tập đoàn MPT,Phu Thanh Garment Joint Stock Company,MPT Joint Stock Company,UPCOM,3
MPY,CTCP Môi trường đô thị Phú Yên,Phu Yen Town Environment Joint Stock Company,MPY Joint Stock Company,UPCOM,3
MQB,CTCP Môi trường và Phát triển Đô thị Quảng Bình,Quang Binh Environment and Urban Development Joint Stock Company,MQB Joint Stock Company,UPCOM,3
MQN,Công ty cổ phần Môi trường Đô thị Quảng Ngãi,Quang Ngai Urban Environment Joint Stock Company,MQN Joint Stock Company,UPCOM,3
MRF,CTCP Merufa,Merufa Joint Stock Company,MRF Joint Stock Company,UPCOM,3
MSB,Ngân hàng Thương mại cổ phần Hàng Hải Việt Nam,Vietnam Maritime Commercial Joint Stock Bank,MSB Joint Stock Company,HOSE,1
MSH,Công ty Cổ phần May Sông Hồng,Song Hong Garment Joint Stock Company,MSH Joint Stock Company,HOSE,1
MSN,Công ty Cổ phần Tập đoàn MaSan,Ma San Group Corporation,MSN Joint Stock Company,HOSE,1
MSN120007,Trái phiếu MSNH2023048,MSN120007,MSN120007,HNX,2
MSN120008,Trái phiếu MSNH2023049,MSN120008,MSN120008,HNX,2
MSN120009,Trái phiếu MSNH2023050,MSN120009,MSN120009,HNX,2
MSN12001,Tr?i phi?u BondMSN022023,MSN12001,MSN12001,HNX,2
MSN120010,Trái phiếu MSNH2023051,MSN120010,MSN120010,HNX,2
MSN120011,Trái phiếu MSNH2023052,MSN120011,MSN120011,HNX,2
MSN120012,Trái phiếu MSNH2023053,MSN120012,MSN120012,HNX,2
MSN12002,Tr?i phi?u BondMSN012023,MSN12002,MSN12002,HNX,2
MSN12003,Tr?i phi?u BondMSN032023,MSN12003,MSN12003,HNX,2
MSN12005,Tr?i phi?u BondMSN042023,MSN12005,MSN12005,HNX,2
MSN121013,Trái phiếu MSNH2023054,MSN121013,MSN121013,HNX,2
MSN121014,Trái phiếu MSNH2023055,MSN121014,MSN121014,HNX,2
MSN121015,Trái phiếu MSNH2023056,MSN121015,MSN121015,HNX,2
MSN123008,Trái phiếu MSNH2227001,Bond MSNH2227001,MSN123008,HNX,2
MSN123009,Trái phiếu MSNH2227002,Bond MSNH2227002,MSN123009,HNX,2
MSN123010,Trái phiếu MSNH2328001,Trái phiếu doanh nghiệp,MSN123010,HNX,2
MSN123014,Trái phiếu MSNH2328002,Bond MSNH2328002,MSN123014,HNX,2
MSR,Công ty Cổ phần Masan High-Tech Materials,Masan High-Tech Materials Corporation,MSR Joint Stock Company,UPCOM,3
MSR11808,Trái phiếu MSR112023,MSR11808,MSR11808,HNX,2
MST,Công ty cổ phần Đầu tư MST,MST Investment Joint Stock Company,MST Joint Stock Company,HNX,2
MTA,Tổng công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,Ha Tinh Minerals and Trading Joint Stock Corporation,MTA Joint Stock Company,UPCOM,3
MTB,Công ty cổ phần Môi trường và Công trình Đô thị tỉnh Thái Bình,Thai Binh Environment And Urban Projects Joint Stock Company,MTB Joint Stock Company,UPCOM,3
MTC,CTCP Dịch vụ du lịch Mỹ Trà,MyTra Tourist Joint Stock Company,MTC Joint Stock Company,UPCOM,3
MTG,CTCP MT Gas,MT Gas Joint Stock Company,MTG Joint Stock Company,UPCOM,3
MTH,CTCP Môi trường đô thị Hà Đông,Ha Dong Environment Public Service Joint Stock Company,MTH Joint Stock Company,UPCOM,3
MTL,CTCP Dịch vụ Môi trường Đô thị Từ Liêm,Tu Liem Urban Environment Service Joint Stock Company,MTL Joint Stock Company,UPCOM,3
MTP,CTCP Dược Medipharco,Medipharco Pharmaceutical Joint Stock Company,MTP Joint Stock Company,UPCOM,3
MTS,CTCP Vật tư - TKV,Vinacomin – Materials Trading Joint Stock Company,MTS Joint Stock Company,UPCOM,3
MTV,CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Vung Tau Environment Services And Urban Project Joint Stock Company,MTV Joint Stock Company,UPCOM,3
MVB,Tổng công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,Vinacomin – Viet Bac Mining Industry Holding Corporation,MVB Joint Stock Company,HNX,2
MVC,CTCP Vật liệu và Xây dựng Bình Dương,Binh Duong Building Materials And Construction Corporation,MVC Joint Stock Company,UPCOM,3
MVN,Tổng Công ty Hàng hải Việt Nam-CTCP,Vietnam National Shipping Lines,MVN Joint Stock Company,UPCOM,3
MWG,Công ty Cổ phần Đầu tư Thế Giới Di Động,Mobile World Investment Corporation,MWG Joint Stock Company,HOSE,1
NAB,Ngân hàng Thương mại cổ phần Nam Á,Nam A Commercial Joint Stock Bank,NAB Joint Stock Company,UPCOM,3
NAC,CTCP Tư vấn Xây dựng Tổng hợp,National of Genaral Construction Consultants Joint Stock Company,NAC Joint Stock Company,UPCOM,3
NAF,Công ty Cổ phần Nafoods Group,Nafoods Group Joint Stock Company,NAF Joint Stock Company,HOSE,1
NAG,CTCP Tập Đoàn Nagakawa,Nagakawa Viet Nam JSC,NAG Joint Stock Company,HNX,2
NAP,Công ty Cổ phần Cảng Nghệ Tĩnh,Nghe Tinh Port Joint Stock Company,NAP Joint Stock Company,HNX,2
NAS,CTCP Dịch vụ hàng không sân bay Nội Bài,NoiBai Airport Services Joint Stock Company,NAS Joint Stock Company,UPCOM,3
NAU,Công ty Cổ phần Môi trường và Công trình đô thị Nghệ An,Nghe An Urban Environment And Works Joint Stock Company,NAU Joint Stock Company,UPCOM,3
NAV,CTCP Nam Việt,Nam Viet Joint Stock Company,NAV Joint Stock Company,HOSE,1
NAW,CTCP Cấp nước Nghệ An,Nghe An Water Supply Joint Stock Company,NAW Joint Stock Company,UPCOM,3
NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,NBB Investment Corporation,NBB Joint Stock Company,HOSE,1
NBC,CTCP Than Núi Béo - Vinacomin,Vinacomin - Nui Beo Coal JSC,NBC Joint Stock Company,HNX,2
NBE,CTCP Sách và thiết bị Giáo dục miền Bắc,North Books and Educational Equipment Joint Stock Company,NBE Joint Stock Company,UPCOM,3
NBP,Công ty cổ phần Nhiệt điện Ninh Bình,Ninh Binh Thermal Power JSC,NBP Joint Stock Company,HNX,2
NBT,CTCP Cấp thoát nước Bến Tre,Ben Tre Water Supply And Sewerage Joint Stock Company,NBT Joint Stock Company,UPCOM,3
NBW,CTCP Cấp nước Nhà Bè,Nha Be Water Supply JSC,NBW Joint Stock Company,HNX,2
NCG,Công ty cổ phần Tập đoàn Nova Consumer,Share of Nova Consumer Group Joint Stock Company,NCG Joint Stock Company,UPCOM,3
NCS,CTCP Suất ăn Hàng Không Nội Bài,NoiBai Catering Services Joint Stock Company,NCS Joint Stock Company,UPCOM,3
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,Noibai Cargo Terminal Services Joint Stock Company,NCT Joint Stock Company,HOSE,1
ND2,CTCP Đầu tư và phát triển điện miền Bắc 2,North Electricity Development And Investment Joint Stock Company No 2,ND2 Joint Stock Company,UPCOM,3
NDC,CTCP Nam Dược,Nam Duoc Joint Stock Company,NDC Joint Stock Company,UPCOM,3
NDF,CTCP Chế biến thực phẩm nông sản xuất khẩu Nam Định,Nam Dinh Export Foodstuff And Agricultural Products Processing JSC,NDF Joint Stock Company,UPCOM,3
NDN,CTCP Đầu tư phát triển Nhà Đà Nẵng,Danang Housing Investment and Development JSC,NDN Joint Stock Company,HNX,2
NDP,CTCP Dược phẩm 2-9,National Day Pharmaceutical Joint Stock Company,NDP Joint Stock Company,UPCOM,3
NDT,Tổng công ty cổ phần Dệt May Nam Định,Nam Dinh Textile Garment Joint Stock Corporation,NDT Joint Stock Company,UPCOM,3
NDW,Công ty cổ phần Cấp nước Nam Định,Cong ty co phan Cap nuoc Nam Dinh,NDW Joint Stock Company,UPCOM,3
NDX,CTCP Xây lắp Phát triển Nhà Đà Nẵng,Danang Housing Development Joint stock company,NDX Joint Stock Company,HNX,2
NED,CTCP Đầu tư và Phát triển Điện Tây Bắc,North-West Electric Investment And Development Joint Stock Company,NED Joint Stock Company,UPCOM,3
NET,Công ty Cổ Phần Bột Giặt NET,Net Detergent JSC,NET Joint Stock Company,HNX,2
NFC,CTCP Phân lân Ninh Bình,Ninh Binh Phosphate Fertilizer JCS,NFC Joint Stock Company,HNX,2
NGC,CTCP Chế biến Thủy sản xuất khẩu Ngô Quyền,Ngo Quyen Processing JSC,NGC Joint Stock Company,UPCOM,3
NHA,Tổng công ty Đầu tư Phát triển Nhà và đô thị Nam Hà Nội,Ha Noi South Housing and Urban Development Corporation,NHA Joint Stock Company,HOSE,1
NHC,CTCP Gạch ngói Nhị Hiệp,Nhi Hiep Brick-Tile Co-Operation,NHC Joint Stock Company,HNX,2
NHH,CTCP Nhựa Hà Nội,HaNoi Plastics Joint Stock Company,NHH Joint Stock Company,HOSE,1
NHP,CTCP Sản xuất Xuất nhập khẩu NHP,NHP Production Import-Export Joint Stock Company,NHP Joint Stock Company,UPCOM,3
NHT,CTCP Sản xuất và Thương mại Nam Hoa,Nam Hoa Trading & Production Corporation,NHT Joint Stock Company,HOSE,1
NHV,Công ty cổ phần Sức khỏe Hồi sinh Việt Nam,NHV Investment Joint Stock Company,NHV Joint Stock Company,UPCOM,3
NJC,Công ty cổ phần May Nam Định,Nam Dinh Garment Joint Stock Company,NJC Joint Stock Company,UPCOM,3
NKG,Công ty Cổ phần Thép Nam Kim,Nam Kim Steel Joint Stock Company,NKG Joint Stock Company,HOSE,1
NLG,Công ty Cổ phần Đầu tư Nam Long,Nam Long Investment Corporation,NLG Joint Stock Company,HOSE,1
NLS,Công ty Cổ phần Cấp thoát Nước Lạng Sơn,Lang Son Water Supply and Drainage Joint Stock Company,NLS Joint Stock Company,UPCOM,3
NNC,Công ty Cổ phần Đá Núi Nhỏ,Nui Nho Stone Joint Stock Company,NNC Joint Stock Company,HOSE,1
NNG,CTCP Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,Ngoc Nghia Industry – Service - Trading Stock Company,NNG,UPCOM,3
NNT,CTCP Cấp nước Ninh Thuận,Ninh Thuan Water Supply Joint Stock Company,NNT Joint Stock Company,UPCOM,3
NO1,Công ty cổ phần Tập đoàn 911,CTCP TAP DOAN 911,NO1 Joint Stock Company,HOSE,1
NOS,Công ty cổ phần Vận Tải Biển và Thương mại Phương Đông,Cong ty co phan Van tai bien va Thuong mai Phuong Dong,NOS Joint Stock Company,UPCOM,3
NPM11805,Trái phiếu NPM082023,NPM11805,NPM11805,HNX,2
NPM11911,Trái phiếu NPM052024,NPM11911,NPM11911,HNX,2
NPM123021,Trái phiếu NPMPO2328003,Bond NPMPO2328003,NPM123021,HNX,2
NPM123022,Trái phiếu NPMPO2328004,Bond NPMPO2328004,NPM123022,HNX,2
NPM123023,Trái phiếu NPMPO2328005,Bond NPMPO2328005,NPM123023,HNX,2
NPM123024,Trái phiếu NPMPO2328006,Bond NPMPO2328006,NPM123024,HNX,2
NQB,CTCP Cấp nước Quảng Bình,CTCP cap nuoc Quang Binh,NQB Joint Stock Company,UPCOM,3
NQN,Công ty cổ phần Nước Sạch Quảng Ninh,Cong ty co phan Nuoc sach Quang Ninh,NQN Joint Stock Company,UPCOM,3
NQT,CTCP Nước sạch Quảng Trị,Cong ty co phan Nuoc sach Quang Tri,NQT Joint Stock Company,UPCOM,3
NRC,Công ty Cổ phần Tập đoàn Danh Khôi,Danh Khoi Group Joint Stock Comapny,NRC Joint Stock Company,HNX,2
NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,Cong ty co phan Nuoc sach so 2 Ha Noi,NS2 Joint Stock Company,UPCOM,3
NSC,Công ty cổ phần Tập đoàn Giống cây trồng Việt Nam,National Seed Joint Stock Company,NSC Joint Stock Company,HOSE,1
NSG,CTCP Nhựa Sài Gòn,Cong ty co phan Nhua Sai Gon,NSG Joint Stock Company,UPCOM,3
